1.0,0.0
0.32,0.68
0.93,0.07
0.93,0.07
0.94,0.06
1.0,0.0
0.95,0.05
0.97,0.03
0.95,0.05
1.0,0.0
1.0,0.0
0.11,0.89
0.92,0.08
1.0,0.0
0.97,0.03
0.96,0.04
0.95,0.05
0.1,0.9
0.13,0.87
0.91,0.09
0.23,0.77
0.96,0.04
0.93,0.07
0.12,0.88
0.94,0.06
0.96,0.04
0.96,0.04
0.95,0.05
0.96,0.04
0.18,0.82
1.0,0.0
0.98,0.02
1.0,0.0
0.94,0.06
0.11,0.89
0.97,0.03
1.0,0.0
0.98,0.02
0.95,0.05
0.99,0.01
0.96,0.04
0.99,0.01
0.93,0.07
0.2,0.8
1.0,0.0
1.0,0.0
0.96,0.04
0.92,0.08
0.91,0.09
0.96,0.04
0.92,0.08
0.92,0.08
0.94,0.06
0.97,0.03
0.95,0.05
0.14,0.86
0.98,0.02
0.9,0.1
0.94,0.06
0.91,0.09
0.98,0.02
1.0,0.0
0.96,0.04
0.96,0.04
0.11,0.89
1.0,0.0
0.94,0.06
1.0,0.0
0.07,0.93
0.01,0.99
0.96,0.04
0.9,0.1
0.98,0.02
1.0,0.0
0.93,0.07
1.0,0.0
0.99,0.01
0.98,0.02
1.0,0.0
0.97,0.03
0.95,0.05
0.97,0.03
0.95,0.05
0.96,0.04
0.98,0.02
0.05,0.95
0.93,0.07
0.93,0.07
0.04,0.96
1.0,0.0
0.97,0.03
1.0,0.0
0.97,0.03
0.96,0.04
0.04,0.96
0.98,0.02
0.97,0.03
0.96,0.04
0.99,0.01
0.97,0.03
0.97,0.03
0.94,0.06
0.1,0.9
0.97,0.03
0.97,0.03
0.08,0.92
0.93,0.07
0.92,0.08
0.91,0.09
0.94,0.06
0.94,0.06
0.94,0.06
0.99,0.01
0.99,0.01
0.95,0.05
0.06,0.94
0.94,0.06
0.19,0.81
0.99,0.01
0.95,0.05
0.91,0.09
0.15,0.85
0.1,0.9
0.95,0.05
0.21,0.79
1.0,0.0
0.94,0.06
0.07,0.93
0.15,0.85
0.94,0.06
0.96,0.04
0.96,0.04
0.94,0.06
1.0,0.0
0.93,0.07
0.92,0.08
0.95,0.05
0.99,0.01
0.95,0.05
0.96,0.04
0.99,0.01
0.01,0.99
0.99,0.01
0.94,0.06
0.88,0.12
0.96,0.04
0.97,0.03
0.96,0.04
0.95,0.05
0.93,0.07
0.21,0.79
0.35,0.65
0.93,0.07
0.02,0.98
0.97,0.03
0.06,0.94
0.97,0.03
0.94,0.06
0.98,0.02
0.93,0.07
1.0,0.0
0.14,0.86
0.95,0.05
1.0,0.0
0.07,0.93
0.94,0.06
1.0,0.0
1.0,0.0
0.96,0.04
0.99,0.01
0.98,0.02
0.06,0.94
0.97,0.03
1.0,0.0
0.93,0.07
1.0,0.0
0.26,0.74
0.96,0.04
1.0,0.0
0.96,0.04
0.92,0.08
0.98,0.02
0.96,0.04
0.96,0.04
0.07,0.93
0.33,0.67
0.21,0.79
0.93,0.07
0.97,0.03
0.97,0.03
1.0,0.0
0.96,0.04
0.98,0.02
0.93,0.07
1.0,0.0
0.14,0.86
0.11,0.89
0.01,0.99
1.0,0.0
1.0,0.0
1.0,0.0
0.97,0.03
0.93,0.07
0.94,0.06
0.94,0.06
0.93,0.07
0.01,0.99
0.95,0.05
0.98,0.02
0.92,0.08
0.14,0.86
0.98,0.02
0.97,0.03
0.95,0.05
0.04,0.96
0.96,0.04
0.96,0.04
0.94,0.06
0.93,0.07
0.99,0.01
0.99,0.01
0.97,0.03
0.97,0.03
0.91,0.09
0.92,0.08
1.0,0.0
0.95,0.05
0.96,0.04
0.92,0.08
0.93,0.07
1.0,0.0
1.0,0.0
0.11,0.89
0.92,0.08
0.01,0.99
0.91,0.09
0.94,0.06
0.93,0.07
0.17,0.83
0.95,0.05
0.93,0.07
0.96,0.04
0.92,0.08
0.97,0.03
0.98,0.02
1.0,0.0
0.94,0.06
0.97,0.03
0.93,0.07
0.93,0.07
1.0,0.0
0.97,0.03
0.96,0.04
1.0,0.0
0.99,0.01
0.95,0.05
0.04,0.96
1.0,0.0
0.94,0.06
0.97,0.03
0.95,0.05
0.92,0.08
0.98,0.02
0.92,0.08
0.19,0.81
0.94,0.06
0.95,0.05
1.0,0.0
1.0,0.0
0.96,0.04
0.98,0.02
0.09,0.91
0.07,0.93
0.98,0.02
0.11,0.89
0.98,0.02
0.95,0.05
0.93,0.07
0.97,0.03
0.93,0.07
0.97,0.03
0.97,0.03
0.0,1.0
1.0,0.0
0.28,0.72
0.14,0.86
0.11,0.89
0.96,0.04
0.91,0.09
0.91,0.09
0.96,0.04
1.0,0.0
0.96,0.04
0.05,0.95
0.91,0.09
0.93,0.07
0.96,0.04
0.08,0.92
0.94,0.06
0.92,0.08
0.11,0.89
0.95,0.05
0.93,0.07
0.41,0.59
0.97,0.03
0.98,0.02
0.1,0.9
0.93,0.07
0.34,0.66
0.93,0.07
1.0,0.0
0.95,0.05
